UEI,Start Date,End Date,Duration(Days),Main Cause,Location,Districts,State,Latitude,Longitude,Severity,Area Affected,Human fatality,Human injured,Human Displaced,Animal Fatality,Description of Casualties/injured,Extent of damage ,Event Source,Event Souce ID
UEI-DFO-FL-1985-0001,1985-06-23,1985-06-27,4,Heavy rain,NA,NA,NA,14.5398,75.0937,1,254234.6,95,NA,25000,NA,NA,NA,DFO,27
UEI-DFO-FL-1985-0002,1985-07-18,1985-07-30,12,Heavy rain,NA,NA,NA,32.8353,76.9103,1,117441.17,340,NA,20000,NA,NA,NA,DFO,33
UEI-DFO-FL-1985-0003,1985-09-13,1985-10-15,32,Heavy rain,NA,NA,NA,26.4816,82.8434,2,89994.67,557,NA,152000,NA,NA,NA,DFO,53
UEI-DFO-FL-1985-0004,1985-10-18,1985-10-20,2,Tropical cyclone,NA,NA,NA,21.1495,86.7154,2,46758.64,49,NA,150000,NA,NA,NA,DFO,61
UEI-DFO-FL-1986-0001,1986-06-15,1986-08-20,66,Monsoonal rain,NA,NA,NA,25.6339,84.0726,1,507167.44,258,NA,3040000,NA,NA,NA,DFO,93
UEI-DFO-FL-1986-0002,1986-08-15,1986-08-22,7,Monsoonal rain,NA,NA,NA,17.4331,80.187,1,107355.33,150,NA,3000000,NA,NA,NA,DFO,98
UEI-DFO-FL-1986-0003,1986-09-22,1986-10-10,18,Heavy rain,NA,NA,NA,23.6547,89.4296,1,231516.28,49,NA,700000,NA,NA,NA,DFO,106
UEI-DFO-FL-1988-0001,1988-05-23,1988-11-06,167,Monsoonal rain,NA,NA,NA,26.4813,92.0622,1,42285.99,76,NA,43000,NA,NA,NA,DFO,180
UEI-DFO-FL-1988-0002,1988-06-21,1988-07-14,23,Heavy rain,NA,NA,NA,26.988,92.926,1,70501.83,34,NA,2000000,NA,NA,NA,DFO,190
UEI-DFO-FL-1988-0003,1988-04-07,1988-08-08,123,Monsoonal rain,NA,NA,NA,28.886,80.7246,2,847737.26,233,NA,500000,NA,NA,NA,DFO,196
UEI-DFO-FL-1988-0004,1988-07-14,1988-07-27,13,Heavy rain,NA,NA,NA,22.0189,71.1117,1,76352.55,97,NA,25000,NA,NA,NA,DFO,203
UEI-DFO-FL-1988-0005,1988-07-31,1988-02-08,NA,Heavy rain,NA,NA,NA,18.4311,80.713,1,94871.79,50,NA,0,NA,NA,NA,DFO,214
UEI-DFO-FL-1988-0006,1988-08-23,1988-09-15,23,Monsoonal rain,NA,NA,NA,26.5037,86.5429,1,626872.46,876,NA,2000,NA,NA,NA,DFO,228
UEI-DFO-FL-1988-0007,1988-09-21,1988-08-10,NA,Heavy rain,NA,NA,NA,30.9339,75.0459,2,268528.55,731,NA,1250000,NA,NA,NA,DFO,253
UEI-DFO-FL-1988-0008,1988-03-10,1988-04-10,31,Heavy rain,NA,NA,NA,19.1131,72.8962,1,605.213,23,NA,0,NA,NA,NA,DFO,255
UEI-DFO-FL-1989-0001,1989-07-22,1989-07-31,9,Monsoonal rain,NA,NA,NA,15.1816,76.4736,1,905209.24,780,NA,0,NA,NA,NA,DFO,330
UEI-DFO-FL-1989-0002,1989-05-07,1989-10-08,154,Monsoonal rain,NA,NA,NA,24.8678,92.8291,2,112816.35,31,NA,32000,NA,NA,NA,DFO,334
UEI-DFO-FL-1989-0003,1989-03-09,1989-10-09,214,Heavy rain,NA,NA,NA,26.4375,80.8611,1,204979.38,7,NA,0,NA,NA,NA,DFO,360
UEI-DFO-FL-1990-0001,1990-03-21,1990-03-22,1,Torrential rain,NA,NA,NA,33.8036,76.2592,1,90818.98,17,NA,0,NA,NA,NA,DFO,401
UEI-DFO-FL-1990-0002,1990-10-05,1990-05-13,NA,Tropical cyclone,NA,NA,NA,16.2843,80.6926,1,267344.4,430,NA,470000,NA,NA,NA,DFO,411
UEI-DFO-FL-1990-0003,1990-06-13,1990-06-18,5,Monsoonal rain,NA,NA,NA,26.7553,92.7754,2,53045.31,21,NA,0,NA,NA,NA,DFO,419
UEI-DFO-FL-1990-0004,1990-03-07,1990-07-24,139,Monsoonal rain,NA,NA,NA,26.7055,78.8703,1,1100663.3,425,NA,63517,NA,NA,NA,DFO,431
UEI-DFO-FL-1990-0005,1990-08-13,1990-08-14,1,Heavy rain,NA,NA,NA,27.5435,80.6956,1,284926.61,17,NA,0,NA,NA,NA,DFO,447
UEI-DFO-FL-1990-0006,1990-08-19,1990-08-25,6,Monsoonal rain,NA,NA,NA,22.4257,71.3244,1,186161.6,50,NA,0,NA,NA,NA,DFO,450
UEI-DFO-FL-1990-0007,1990-10-17,1990-10-18,1,Heavy rain,NA,NA,NA,26.0747,92.817,1,93839.75,10,NA,6000,NA,NA,NA,DFO,472
UEI-DFO-FL-1990-0008,1990-10-24,1990-10-28,4,Monsoonal rain,NA,NA,NA,11.3982,77.0504,1,13576.31,44,NA,0,NA,NA,NA,DFO,474
UEI-DFO-FL-1991-0001,1991-07-05,1991-11-05,123,Tropical cyclone,NA,NA,NA,24.4696,92.4232,1,26042.82,13,NA,25000,NA,NA,NA,DFO,510
UEI-DFO-FL-1991-0002,1991-10-06,1991-12-06,61,Monsoonal rain,NA,NA,NA,15.733,73.7324,2,491361.5,72,NA,300000,NA,NA,NA,DFO,521
UEI-DFO-FL-1991-0003,1991-07-13,1991-07-19,6,Monsoonal rain,NA,NA,NA,26.6059,92.9592,1,55550.83,25,NA,400000,NA,NA,NA,DFO,539
UEI-DFO-FL-1991-0004,1991-07-29,1991-07-31,2,Monsoonal rain,NA,NA,NA,20.9474,79.1574,1,47249.13,500,NA,6000,NA,NA,NA,DFO,553
UEI-DFO-FL-1991-0005,1991-08-14,1991-08-18,4,Heavy rain,NA,NA,NA,20.2047,84.4178,1,151947.06,15,NA,0,NA,NA,NA,DFO,570
UEI-DFO-FL-1991-0006,1991-08-15,1991-08-29,14,Monsoonal rain,NA,NA,NA,28.3671,81.0334,1,547679.02,88,NA,0,NA,NA,NA,DFO,571
UEI-DFO-FL-1991-0007,1991-01-09,1991-09-14,248,Monsoonal rain,NA,NA,NA,24.707,85.7348,1,170873.64,0,NA,87500,NA,NA,NA,DFO,578
UEI-DFO-FL-1991-0008,1991-09-14,1991-09-15,1,Monsoonal rain,NA,NA,NA,24.3395,87.8328,1,91960.65,21,NA,0,NA,NA,NA,DFO,585
UEI-DFO-FL-1991-0009,1991-11-13,1991-11-18,5,Heavy rain,NA,NA,NA,14.0025,79.4752,1,599564.89,90,NA,85000,NA,NA,NA,DFO,598
UEI-DFO-FL-1992-0001,1992-06-15,1992-07-23,38,Monsoonal rain,NA,NA,NA,16.5216,75.9695,1,752428.66,90,NA,8000,NA,NA,NA,DFO,656
UEI-DFO-FL-1992-0002,1992-10-07,1992-07-20,NA,Heavy rain,NA,NA,NA,26.9122,94.46,1,28221.72,0,NA,0,NA,NA,NA,DFO,667
UEI-DFO-FL-1992-0003,1992-07-26,1992-07-08,NA,Monsoonal rain,NA,NA,NA,20.5033,86.0449,1,44021.23,16,NA,0,NA,NA,NA,DFO,672
UEI-DFO-FL-1992-0004,1992-01-08,1992-03-09,61,Monsoonal rain,NA,NA,NA,24.8678,80.7003,1,518125.28,40,NA,2000,NA,NA,NA,DFO,675
UEI-DFO-FL-1992-0005,1992-12-09,1992-11-20,NA,Tropical cyclone,NA,NA,NA,13.0242,78.8487,2,552562.43,263,NA,20000,NA,NA,NA,DFO,694
UEI-DFO-FL-1993-0001,1993-04-06,1993-06-22,77,Monsoonal rain,NA,NA,NA,24.9382,92.0974,1,259045.68,238,NA,950000,NA,NA,NA,DFO,747
UEI-DFO-FL-1993-0002,1993-08-07,1993-08-13,6,Monsoonal rain,NA,NA,NA,25.1622,89.7567,2,531506.66,3083,NA,9370926,NA,NA,NA,DFO,757
UEI-DFO-FL-1993-0003,1993-09-09,1993-09-17,8,Heavy rain,NA,NA,NA,27.9917,78.9675,1,65928.48,232,NA,4590,NA,NA,NA,DFO,778
UEI-DFO-FL-1993-0004,1993-11-10,1993-10-21,NA,Torrential rain,NA,NA,NA,13.407,75.4042,1,40595.2,35,NA,40000,NA,NA,NA,DFO,791
UEI-DFO-FL-1993-0005,1993-10-11,1993-11-14,34,Heavy rain,NA,NA,NA,11.054,77.5024,1,40501.37,95,NA,0,NA,NA,NA,DFO,798
UEI-DFO-FL-1993-0006,1993-04-12,1993-12-15,247,Tropical cyclone,NA,NA,NA,12.5851,79.9572,1,7968.64,70,NA,45000,NA,NA,NA,DFO,804
UEI-DFO-FL-1994-0001,1994-01-07,1994-07-24,198,Monsoonal rain,NA,NA,NA,20.6258,76.6191,1,1981837.41,617,NA,800000,NA,NA,NA,DFO,855
UEI-DFO-FL-1994-0002,1994-03-07,1994-12-07,275,Monsoonal rain,NA,NA,NA,31.7869,77.252,1,52338.52,60,NA,0,NA,NA,NA,DFO,858
UEI-DFO-FL-1994-0003,1994-04-08,1994-11-08,214,Monsoonal rain,NA,NA,NA,27.586,80.6237,1,292130.64,53,NA,3000,NA,NA,NA,DFO,879
UEI-DFO-FL-1994-0004,1994-08-08,1994-10-08,61,Torrential rain,NA,NA,NA,31.7821,76.9177,1,16795.7,11,NA,0,NA,NA,NA,DFO,880
UEI-DFO-FL-1994-0005,1994-08-20,1994-08-23,3,Torrential rain,NA,NA,NA,31.7668,77.27,1,14450.04,9,NA,0,NA,NA,NA,DFO,887
UEI-DFO-FL-1994-0006,1994-08-26,1994-02-09,NA,Monsoonal rain,NA,NA,NA,20.7866,79.2684,1,44159.25,26,NA,0,NA,NA,NA,DFO,892
UEI-DFO-FL-1994-0007,1994-08-31,1994-05-09,NA,Monsoonal rain,NA,NA,NA,31.5294,77.0555,1,5275.13,20,NA,0,NA,NA,NA,DFO,894
UEI-DFO-FL-1994-0008,1994-02-09,1994-07-09,150,Monsoonal rain,NA,NA,NA,20.1358,84.4369,1,154649.2,0,NA,0,NA,NA,NA,DFO,895
UEI-DFO-FL-1994-0009,1994-10-27,1994-10-31,4,Tropical cyclone,NA,NA,NA,10.7214,78.7248,1,89229.9,40,NA,0,NA,NA,NA,DFO,909
UEI-DFO-FL-1994-0010,1994-10-30,1994-04-11,NA,Tropical cyclone,NA,NA,NA,16.2498,80.0422,1,110657.58,230,NA,16000,NA,NA,NA,DFO,911
UEI-DFO-FL-1995-0001,1995-02-06,1995-03-06,28,Heavy rain,NA,NA,NA,23.2582,92.8575,1,20147.72,40,NA,3200,NA,NA,NA,DFO,959
UEI-DFO-FL-1995-0002,1995-06-20,1995-06-23,3,Monsoonal rain,NA,NA,NA,26.0363,92.8902,1,102906.11,17,NA,1000000,NA,NA,NA,DFO,963
UEI-DFO-FL-1995-0003,1995-01-09,1995-09-20,254,Monsoonal rain,NA,NA,NA,28.2424,76.8263,1,762936.89,600,NA,2000000,NA,NA,NA,DFO,990
UEI-DFO-FL-1995-0004,1995-05-09,1995-08-09,92,Monsoonal rain,NA,NA,NA,27.5887,88.4616,1,6520.57,35,NA,0,NA,NA,NA,DFO,992
UEI-DFO-FL-1995-0005,1995-09-26,1995-02-10,NA,Monsoonal rain,NA,NA,NA,22.4615,87.3749,1,308073.2,144,NA,510000,NA,NA,NA,DFO,1010
UEI-DFO-FL-1995-0006,1995-10-20,1995-10-23,3,Tropical cyclone,NA,NA,NA,16.4132,80.612,1,262803.2,94,NA,12000,NA,NA,NA,DFO,1027
UEI-DFO-FL-1996-0001,1996-10-06,1996-06-30,NA,Monsoonal rain,NA,NA,NA,26.5766,73.762,1,328726.92,63,NA,20000,NA,NA,NA,DFO,1080
UEI-DFO-FL-1996-0002,1996-10-07,1996-07-24,NA,Monsoonal rain,NA,NA,NA,27.4105,92.3599,1,128966.83,82,NA,3000000,NA,NA,NA,DFO,1088
UEI-DFO-FL-1996-0003,1996-07-17,1996-10-08,83,Heavy rain,NA,NA,NA,24.7685,85.6883,1,171939.46,74,NA,4000000,NA,NA,NA,DFO,1090
UEI-DFO-FL-1996-0004,1996-10-21,1996-10-25,4,Heavy Rain,NA,NA,NA,15.0341,78.7288,1,177527.02,326,NA,100000,NA,NA,NA,DFO,1125
UEI-DFO-FL-1996-0005,1996-06-11,1996-10-11,122,Tropical Cyclone,NA,NA,NA,17.0009,81.7657,2,21445.46,2500,NA,140000,NA,NA,NA,DFO,1128
UEI-DFO-FL-1997-0001,1997-01-08,1997-11-08,304,Monsoonal rain,NA,NA,NA,24.0572,86.2554,1,201818.75,24,NA,100000,NA,NA,NA,DFO,1168
UEI-DFO-FL-1997-0002,1997-08-08,1997-08-14,6,Monsoonal rain,NA,NA,NA,31.7905,77.3409,1,57530.65,200,NA,0,NA,NA,NA,DFO,1172
UEI-DFO-FL-1997-0003,1997-06-22,1997-08-26,65,Monsoonal rain,NA,NA,NA,22.4404,71.3091,1,183142.55,273,NA,20000,NA,NA,NA,DFO,1232
UEI-DFO-FL-1997-0004,1997-05-07,1997-07-22,76,Monsoonal rain,NA,NA,NA,9.49041,76.6811,1,233024.37,100,NA,0,NA,NA,NA,DFO,1256
UEI-DFO-FL-1997-0005,1997-05-07,1997-07-14,68,Monsoonal rain,NA,NA,NA,26.0909,92.9144,1,70603.06,97,NA,0,NA,NA,NA,DFO,1258
UEI-DFO-FL-1997-0006,1997-08-22,1997-08-26,4,Monsoonal rain,NA,NA,NA,33.9398,74.8298,1,40014.04,26,NA,0,NA,NA,NA,DFO,1265
UEI-DFO-FL-1997-0007,1997-08-19,1997-08-24,5,Monsoonal rain,NA,NA,NA,18.8234,75.4418,1,228334.99,50,NA,10000,NA,NA,NA,DFO,1267
UEI-DFO-FL-1997-0008,1997-09-19,1997-09-24,5,Tropical cyclone,NA,NA,NA,16.9874,82.1012,1,80644.64,32,NA,20000,NA,NA,NA,DFO,1275
UEI-DFO-FL-1997-0009,1997-04-12,1997-09-12,153,Monsoonal rain,NA,NA,NA,13.8493,78.9883,1,384888.4,6,NA,0,NA,NA,NA,DFO,1295
UEI-DFO-FL-1998-0001,1998-09-06,1998-11-06,61,Extra-tropical cyclone,NA,NA,NA,24.0181,68.8677,1,4931.72,1126,NA,15000,NA,NA,NA,DFO,1383
UEI-DFO-FL-1998-0002,1998-09-16,1998-09-18,2,"Dam/Levy, break or release",NA,NA,NA,20.4037,74.4164,1,214517.36,12,NA,50000,NA,NA,NA,DFO,1444
UEI-DFO-FL-1998-0003,1998-01-10,1998-10-20,283,Heavy rain,NA,NA,NA,16.1464,79.4042,1,194230.08,230,NA,80000,NA,NA,NA,DFO,1457
UEI-DFO-FL-1999-0001,1999-09-24,1999-09-29,5,Torrential rain,NA,NA,NA,23.3997,88.9474,1,168965.63,45,NA,0,NA,NA,NA,DFO,1559
UEI-DFO-FL-1999-0002,1999-10-29,1999-12-11,43,Tropical cyclone,NA,NA,NA,21.1735,85.3527,2,191940.24,9803,NA,10000000,NA,NA,NA,DFO,1567
UEI-DFO-FL-2000-0001,2000-10-06,2000-06-16,NA,"Dam/Levy, break or release",NA,NA,NA,27.4268,94.7981,2,55286.73,30,NA,50000,NA,NA,NA,DFO,1606
UEI-DFO-FL-2000-0002,2000-07-31,2000-04-08,NA,Torrential rain,NA,NA,NA,31.806,77.6925,1,12415.81,140,NA,4000,NA,NA,NA,DFO,1616
UEI-DFO-FL-2000-0003,2000-02-08,2000-08-30,204,Monsoonal rain,NA,NA,NA,27.094,94.643,1,326457.88,637,NA,10504000,NA,NA,NA,DFO,1617
UEI-DFO-FL-2000-0004,2000-08-23,2000-08-31,8,Torrential rain,NA,NA,NA,17.1335,79.2098,2,129459.76,162,NA,3000000,NA,NA,NA,DFO,1623
UEI-DFO-FL-2000-0005,2000-08-29,2000-09-14,16,Monsoonal rain,NA,NA,NA,26.9607,80.4678,1,223178.01,578,NA,0,NA,NA,NA,DFO,1626
UEI-DFO-FL-2000-0006,2000-08-30,2000-01-09,NA,Heavy rain,NA,NA,NA,19.9343,80.0385,1,36854.1,40,NA,5000,NA,NA,NA,DFO,1628
UEI-DFO-FL-2000-0007,2000-09-18,2000-10-21,33,Monsoonal rain,NA,NA,NA,24.0841,88.5453,2,155000.88,1468,NA,24000000,NA,NA,NA,DFO,1641
UEI-DFO-FL-2000-0008,2000-07-17,2000-07-30,13,Monsoonal rain,NA,NA,NA,15.811,74.5207,1,107052.9,140,NA,0,NA,NA,NA,DFO,1615
UEI-DFO-FL-2001-0001,2001-05-06,2001-06-22,47,Monsoonal rain,NA,NA,NA,24.4457,92.0058,1,17561.54,15,NA,800000,NA,NA,NA,DFO,1731
UEI-DFO-FL-2001-0002,2001-06-20,2001-06-21,1,Monsoonal rain,NA,NA,NA,22.8284,71.2868,1,38728.34,29,NA,0,NA,NA,NA,DFO,1737
UEI-DFO-FL-2001-0003,2001-04-07,2001-07-16,100,Monsoonal rain,NA,NA,NA,9.72651,76.423,1,4467.85,86,NA,40000,NA,NA,NA,DFO,1744
UEI-DFO-FL-2001-0004,2001-08-07,2001-10-08,62,Monsoonal rain,NA,NA,NA,21.0559,84.7987,2,105057.29,100,NA,2000000,NA,NA,NA,DFO,1747
UEI-DFO-FL-2001-0005,2001-07-16,2001-07-16,0,Torrential rain,NA,NA,NA,30.7738,79.8583,1,2458.01,26,NA,0,NA,NA,NA,DFO,1753
UEI-DFO-FL-2001-0006,2001-08-14,2001-08-15,1,Heavy rain,NA,NA,NA,32.6061,76.1481,1,3009.11,16,NA,0,NA,NA,NA,DFO,1779
UEI-DFO-FL-2001-0007,2001-08-20,2001-11-09,81,Heavy rain,NA,NA,NA,26.7556,83.0513,1,35442.06,65,NA,300000,NA,NA,NA,DFO,1789
UEI-DFO-FL-2001-0008,2001-07-09,2001-09-24,77,Heavy rain,NA,NA,NA,26.5321,84.87,1,30123.95,146,NA,30000,NA,NA,NA,DFO,1791
UEI-DFO-FL-2001-0009,2001-09-30,2001-02-10,NA,Torrential rain,NA,NA,NA,16.746,79.1214,1,44526.51,12,NA,9000,NA,NA,NA,DFO,1803
UEI-DFO-FL-2001-0010,2001-10-16,2001-10-21,5,Heavy rain,NA,NA,NA,14.8405,79.054,1,87384.5,143,NA,50000,NA,NA,NA,DFO,1811
UEI-DFO-FL-2002-0001,2002-02-02,2002-05-02,89,Heavy rain,NA,NA,NA,10.4517,78.7843,1,35586.88,11,NA,0,NA,NA,NA,DFO,1871
UEI-DFO-FL-2002-0002,2002-06-16,2002-06-22,6,Monsoonal rain,NA,NA,NA,27.8034,95.3833,1,3790.23,0,NA,25000,NA,NA,NA,DFO,1952
UEI-DFO-FL-2002-0003,2002-06-25,2002-06-26,1,"Dam/Levy, break or release",NA,NA,NA,22.342,88.9351,1,41.7932,4,NA,11000,NA,NA,NA,DFO,1967
UEI-DFO-FL-2002-0004,2002-06-26,2002-03-07,NA,Monsoonal rain,NA,NA,NA,20.8681,73.6623,1,170587.72,169,NA,28000,NA,NA,NA,DFO,1969
UEI-DFO-FL-2002-0005,2002-06-21,2002-08-28,68,Monsoonal rain,NA,NA,NA,25.8418,89.2696,1,276609.37,503,NA,15000000,NA,NA,NA,DFO,1974
UEI-DFO-FL-2002-0006,2002-11-08,2002-08-13,NA,Heavy rain,NA,NA,NA,30.5622,78.5235,1,6762.02,33,NA,0,NA,NA,NA,DFO,2027
UEI-DFO-FL-2002-0007,2002-03-09,2002-06-09,92,Monsoonal rain,NA,NA,NA,21.5391,73.2201,1,78978.7,22,NA,5000,NA,NA,NA,DFO,2049
UEI-DFO-FL-2002-0008,2002-10-10,2002-10-16,6,Monsoonal rain,NA,NA,NA,11.8739,75.527,1,9745.41,11,NA,0,NA,NA,NA,DFO,2069
UEI-DFO-FL-2002-0009,2002-10-31,2002-04-11,NA,Heavy rain,NA,NA,NA,10.9485,79.0643,1,22713.01,20,NA,300,NA,NA,NA,DFO,2081
UEI-DFO-FL-2003-0001,2003-06-21,2003-06-24,3,Monsoonal rain,NA,NA,NA,12.9158,74.9274,1,766.522,4,NA,0,NA,NA,NA,DFO,2258
UEI-DFO-FL-2003-0002,2003-06-20,2003-06-26,6,Monsoonal rain,NA,NA,NA,21.3961,73.44,1,37685.27,4,NA,0,NA,NA,NA,DFO,2260
UEI-DFO-FL-2003-0003,2003-07-29,2003-02-08,NA,Monsoonal rain,NA,NA,NA,21.9811,73.9596,1,12776.68,2,NA,14000,NA,NA,NA,DFO,2299
UEI-DFO-FL-2003-0004,2003-07-29,2003-03-08,NA,Monsoonal rain,NA,NA,NA,19.1881,79.2948,1.5,21087.65,2,NA,14000,NA,NA,NA,DFO,2312
UEI-DFO-FL-2003-0005,2003-08-27,2003-10-20,54,Monsoonal rain,NA,NA,NA,20.6258,85.8936,1,117883.62,67,NA,3000000,NA,NA,NA,DFO,2338
UEI-DFO-FL-2004-0001,2004-09-06,2004-11-06,61,Monsoonal rain,NA,NA,NA,12.1226,75.4747,1,8999.41,45,NA,1000,NA,NA,NA,DFO,2496
UEI-DFO-FL-2004-0002,2004-06-20,2004-07-10,20,Monsoonal rain,NA,NA,NA,25.4989,85.8918,2,1162598.06,3000,NA,40000000,NA,NA,NA,DFO,2507
UEI-DFO-FL-2004-0003,2004-01-08,2004-08-09,214,Monsoonal rain,NA,NA,NA,21.0247,73.7641,1,638379.86,210,NA,100000,NA,NA,NA,DFO,2541
UEI-DFO-FL-2004-0004,2004-07-10,2004-10-18,100,Heavy rain,NA,NA,NA,24.6862,89.4002,1,161739.65,210,NA,100000,NA,NA,NA,DFO,2570
UEI-DFO-FL-2005-0001,2005-06-26,2005-06-29,3,Heavy rain,NA,NA,NA,31.6718,78.4423,1,6530.74,6,NA,5000,NA,NA,NA,DFO,2678
UEI-DFO-FL-2005-0002,2005-06-28,2005-07-15,17,Monsoonal rain,NA,NA,NA,21.433,73.0739,2,73780.97,202,NA,500000,NA,NA,NA,DFO,2680
UEI-DFO-FL-2005-0003,2005-06-29,2005-03-07,NA,Monsoonal rain,NA,NA,NA,20.9765,86.4305,1,6802.76,1,NA,140000,NA,NA,NA,DFO,2682
UEI-DFO-FL-2005-0004,2005-02-07,2005-07-15,158,Monsoonal rain,NA,NA,NA,24.1288,80.1999,1,55740.23,62,NA,49000,NA,NA,NA,DFO,2686
UEI-DFO-FL-2005-0005,2005-07-07,2005-07-27,20,Monsoonal rain,NA,NA,NA,27.4363,87.0126,1,823461.88,40,NA,3000000,NA,NA,NA,DFO,2690
UEI-DFO-FL-2005-0006,2005-07-24,2005-05-08,NA,Monsoonal rain,NA,NA,NA,17.9836,73.435,1,35551.57,987,NA,160000,NA,NA,NA,DFO,2697
UEI-DFO-FL-2005-0007,2005-07-23,2005-08-16,24,Monsoonal rain,NA,NA,NA,16.9772,79.9654,1,619197.82,126,NA,100000,NA,NA,NA,DFO,2698
UEI-DFO-FL-2005-0008,2005-07-30,2005-03-08,NA,Monsoonal rain,NA,NA,NA,20.9915,86.2759,1,11721.28,8,NA,344857,NA,NA,NA,DFO,2700
UEI-DFO-FL-2005-0009,2005-08-26,2005-08-30,4,Heavy rain,NA,NA,NA,25.886,83.2115,1,12677.59,21,NA,0,NA,NA,NA,DFO,2718
UEI-DFO-FL-2005-0010,2005-09-14,2005-09-30,16,Heavy rain,NA,NA,NA,21.1139,82.5389,1,374448.85,89,NA,550000,NA,NA,NA,DFO,2728
UEI-DFO-FL-2005-0011,2005-09-16,2005-05-10,NA,Monsoonal rain,NA,NA,NA,28.1973,79.3734,1,308728.72,23,NA,0,NA,NA,NA,DFO,2731
UEI-DFO-FL-2005-0012,2005-09-22,2005-11-10,49,Heavy rain,NA,NA,NA,21.7139,73.4733,1,53194.83,15,NA,0,NA,NA,NA,DFO,2734
UEI-DFO-FL-2005-0013,2005-10-21,2005-10-28,7,Heavy rain,NA,NA,NA,21.9409,87.9347,1,29111.38,13,NA,3000000,NA,NA,NA,DFO,2754
UEI-DFO-FL-2005-0014,2005-10-23,2005-09-12,NA,Monsoonal rain,NA,NA,NA,11.7804,78.7317,1,131307.99,279,NA,300000,NA,NA,NA,DFO,2758
UEI-DFO-FL-2006-0001,2006-04-15,2006-04-18,3,Heavy rain,NA,NA,NA,17.4335,82.8115,1,190869.85,20,NA,0,NA,NA,NA,DFO,2844
UEI-DFO-FL-2006-0002,2006-05-31,2006-04-06,NA,Monsoonal rain,NA,NA,NA,18.7332,75.2343,1,394010.74,41,NA,0,NA,NA,NA,DFO,2876
UEI-DFO-FL-2006-0003,2006-05-25,2006-02-06,NA,Monsoonal rain,NA,NA,NA,10.5443,76.0498,2,42686.92,32,NA,10800,NA,NA,NA,DFO,2878
UEI-DFO-FL-2006-0004,2006-05-31,2006-07-24,54,Monsoonal rain,NA,NA,NA,26.5993,94.0245,1,185348.84,21,NA,600000,NA,NA,NA,DFO,2879
UEI-DFO-FL-2006-0005,2006-06-24,2006-03-08,NA,Monsoonal rain,NA,NA,NA,25.6151,83.6713,1,506577.31,160,NA,0,NA,NA,NA,DFO,2894
UEI-DFO-FL-2006-0006,2006-03-07,2006-08-07,153,Monsoonal rain,NA,NA,NA,19.1719,83.6477,1,31360.94,33,NA,0,NA,NA,NA,DFO,2909
UEI-DFO-FL-2006-0007,2006-03-07,2006-06-07,92,Monsoonal rain,NA,NA,NA,19.1028,72.8816,1,393.774,9,NA,0,NA,NA,NA,DFO,2910
UEI-DFO-FL-2006-0008,2006-04-07,2006-07-07,91,Heavy rain,NA,NA,NA,22.4114,71.3097,1,170055.89,24,NA,8400,NA,NA,NA,DFO,2911
UEI-DFO-FL-2006-0009,2006-07-28,2006-12-09,134,Monsoonal rain,NA,NA,NA,20.1943,73.8242,2,681019.56,457,NA,140000,NA,NA,NA,DFO,2935
UEI-DFO-FL-2006-0010,2006-01-08,2006-10-09,274,Monsoonal rain,NA,NA,NA,18.1046,81.5288,1,302774.27,185,NA,2000000,NA,NA,NA,DFO,2940
UEI-DFO-FL-2006-0011,2006-08-29,2006-04-09,NA,Monsoonal rain,NA,NA,NA,27.5853,81.5174,1,32712.75,42,NA,50000,NA,NA,NA,DFO,2956
UEI-DFO-FL-2006-0012,2006-08-31,2006-11-09,70,Monsoonal rain,NA,NA,NA,32.8864,73.8842,1,141449.13,39,NA,3000,NA,NA,NA,DFO,2958
UEI-DFO-FL-2006-0013,2006-09-18,2006-05-10,NA,Monsoonal rain,NA,NA,NA,19.73,83.7466,1,606979.95,250,NA,50000,NA,NA,NA,DFO,2965
UEI-DFO-FL-2006-0014,2006-10-26,2006-04-11,NA,Monsoonal rain,NA,NA,NA,14.1349,79.9324,1,40094.93,47,NA,225000,NA,NA,NA,DFO,2985
UEI-DFO-FL-2007-0001,2007-03-20,2007-03-31,11,Heavy rain,NA,NA,NA,33.4819,74.2156,1,68107.39,12,NA,2000,NA,NA,NA,DFO,3042
UEI-DFO-FL-2007-0002,2007-06-18,2007-06-26,8,Monsoonal rain,NA,NA,NA,26.2558,94.0189,1,74887.52,15,NA,200000,NA,NA,NA,DFO,3104
UEI-DFO-FL-2007-0003,2007-06-22,2007-04-07,NA,Monsoonal rain,NA,NA,NA,14.945,78.1615,1,450564.36,127,NA,200000,NA,NA,NA,DFO,3107
UEI-DFO-FL-2007-0004,2007-06-30,2007-07-13,13,Monsoonal rain,NA,NA,NA,20.0539,81.8601,1,248438.85,29,NA,50000,NA,NA,NA,DFO,3118
UEI-DFO-FL-2007-0005,2007-01-07,2007-06-07,151,Monsoonal rain,NA,NA,NA,21.0263,77.5237,1,106578.44,62,NA,10000,NA,NA,NA,DFO,3119
UEI-DFO-FL-2007-0006,2007-01-07,2007-07-13,187,Monsoonal rain,NA,NA,NA,22.0231,72.2495,1,398939.17,225,NA,63000,NA,NA,NA,DFO,3120
UEI-DFO-FL-2007-0007,2007-03-07,2007-09-22,199,Monsoonal rain,NA,NA,NA,22.6315,88.4871,1.5,517303.2,958,NA,3000000,NA,NA,NA,DFO,3122
